experiment,objective,tire_set,simulation_id,final_gap,winner,A_wins,B_wins,tie,start_tire_A,start_tire_B,n_pits_A,n_pits_B,had_VSC,had_SC,mean_gap_race,std_gap_race
EXP_SH_gap,gap,"[1, 3]",78,-0.3999999999999959,A,1,0,0,1,3,1,1,1,0,-1.1619047619047584,1.1441262794423788
EXP_SH_gap,gap,"[1, 3]",79,-0.3999999999999959,A,1,0,0,1,3,1,1,0,0,-1.3523809523809491,0.6411441020840705
EXP_SH_gap,gap,"[1, 3]",80,-0.3999999999999959,A,1,0,0,1,3,1,1,0,0,-1.438095238095235,0.654999956725692
EXP_SH_gap,gap,"[1, 3]",81,0.4000000000000048,B,0,1,0,3,1,1,1,1,0,0.5428571428571477,1.1777991697881875
EXP_SH_gap,gap,"[1, 3]",82,-0.9999999999999964,A,1,0,0,1,1,1,1,1,0,-1.0285714285714251,0.9119016536065396
EXP_SH_gap,gap,"[1, 3]",83,-0.5999999999999961,A,1,0,0,1,3,1,1,1,0,-1.2761904761904728,0.5999244094485194
EXP_SH_gap,gap,"[1, 3]",84,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-1.0380952380952349,0.9042103582032711
EXP_SH_gap,gap,"[1, 3]",85,-0.19999999999999574,A,1,0,0,1,3,1,1,0,0,-1.2380952380952348,0.6491578357315043
EXP_SH_gap,gap,"[1, 3]",86,0.8000000000000052,B,0,1,0,1,1,3,3,0,1,0.22857142857143323,0.4288887713980081
EXP_SH_gap,gap,"[1, 3]",87,0.8000000000000052,B,0,1,0,1,1,1,1,0,0,0.40952380952381434,0.4917459292733561
EXP_SH_gap,gap,"[1, 3]",88,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-1.066666666666663,0.9057137849880956
EXP_SH_gap,gap,"[1, 3]",89,-0.5999999999999961,A,1,0,0,3,3,1,2,0,1,-0.5238095238095197,0.45135221375515405
EXP_SH_gap,gap,"[1, 3]",90,4.440892098500626e-15,B,0,1,0,1,3,1,1,0,0,-1.2380952380952348,0.654999956725692
EXP_SH_gap,gap,"[1, 3]",91,-0.9999999999999964,A,1,0,0,3,3,1,1,0,0,-0.72380952380952,0.18999940326914305
EXP_SH_gap,gap,"[1, 3]",92,-0.19999999999999574,A,1,0,0,1,1,1,3,0,1,-0.5904761904761865,0.9531425526245192
EXP_SH_gap,gap,"[1, 3]",93,-0.9999999999999964,A,1,0,0,3,3,1,1,0,0,-0.8380952380952345,0.25161609168805554
EXP_SH_gap,gap,"[1, 3]",94,-0.5999999999999961,A,1,0,0,3,1,1,2,1,1,0.20000000000000462,1.0618940849345802
EXP_SH_gap,gap,"[1, 3]",95,-0.5999999999999961,A,1,0,0,1,3,1,1,1,0,-1.3047619047619017,0.5810304397207487
EXP_SH_gap,gap,"[1, 3]",96,-0.19999999999999574,A,1,0,0,1,3,1,1,0,0,-1.2476190476190443,0.638166307342894
EXP_SH_gap,gap,"[1, 3]",97,0.600000000000005,B,0,1,0,3,1,1,1,1,0,1.2190476190476245,0.816274374751091
EXP_SH_gap,gap,"[1, 3]",98,-0.9999999999999964,A,1,0,0,3,3,1,1,1,0,-0.8095238095238058,0.2180099646144687
EXP_SH_gap,gap,"[1, 3]",99,-0.9999999999999964,A,1,0,0,1,3,1,2,1,1,-0.742857142857139,1.1214664840421822
EXP_SH_gap,gap,"[1, 3]",100,-0.7999999999999963,A,1,0,0,3,3,1,2,0,1,-0.6476190476190438,0.3898950379134998
EXP_SH_gap,gap,"[1, 3]",101,-0.19999999999999574,A,1,0,0,1,3,1,1,1,1,-1.2666666666666633,0.6685687152298766
